gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
Female,0,12,99.99,1199.88,0
Female,0,41,103.43,4240.63,0
Male,0,26,50.42,1310.92,0
Male,1,50,66.9,3345.0000000000005,0
Male,0,2,107.38,214.76,0
Female,0,55,25.27,1389.85,0
Male,0,56,108.91,6098.96,0
Female,0,14,41.92,586.88,0
Female,0,6,87.85,527.0999999999999,0
Female,0,61,78.26,4773.860000000001,0
Male,0,12,75.29,903.48,0
Male,1,13,105.94,1377.22,0
Female,0,19,30.16,573.04,1
Male,1,44,54.7,2406.8,0
Male,0,59,73.83,4355.97,0
Male,1,37,101.13,3741.81,0
Female,0,25,41.64,1041.0,0
Female,0,16,100.29,1604.64,0
Male,0,38,59.96,2278.48,0
Female,1,43,38.89,1672.27,1
Male,0,14,95.9,1342.6,0
Male,1,6,29.09,174.54,0
Male,1,23,71.48,1644.0400000000002,0
Male,0,60,26.39,1583.4,0
Female,0,12,55.64,667.6800000000001,0
Female,0,13,80.11,1041.43,1
Female,0,6,75.61,453.66,0
Male,1,63,60.47,3809.61,1
Male,0,38,62.9,2390.2,0
Male,0,50,42.68,2134.0,0
Female,1,52,65.59,3410.6800000000003,0
Male,0,40,115.33,4613.2,0
Female,1,8,105.05,840.4,0
Female,0,61,34.52,2105.7200000000003,1
Female,0,8,22.98,183.84,0
Female,0,34,113.35,3853.9,1
Female,0,60,72.67,4360.2,0
Female,0,57,73.78,4205.46,1
Male,0,46,98.07,4511.219999999999,0
Male,0,22,51.47,1132.34,0
Female,0,40,68.19,2727.6,0
Female,0,45,116.87,5259.150000000001,1
Male,0,55,87.21,4796.549999999999,0
Female,0,51,35.37,1803.87,0
Female,0,5,33.32,166.6,0
Male,0,13,40.43,525.59,1
Female,0,28,96.67,2706.76,0
Female,0,62,49.54,3071.48,0
Female,0,24,22.14,531.36,1
Male,0,7,114.42,800.94,0
Male,0,38,36.97,1404.86,0
Male,1,37,20.96,775.52,0
Female,0,68,43.71,2972.28,1
Female,0,42,43.5,1827.0,1
Male,0,5,62.2,311.0,1
Female,0,64,112.04,7170.56,0
Female,1,50,107.92,5396.0,0
Female,0,15,65.69,985.35,0
Female,0,53,61.09,3237.77,0
Female,0,25,75.5,1887.5,1
Male,0,9,44.35,399.15,1
Female,0,38,25.22,958.36,0
Male,0,22,113.92,2506.24,0
Female,0,49,38.67,1894.83,0
Male,0,68,39.84,2709.1200000000003,0
Female,0,15,67.25,1008.75,1
Male,0,65,69.16,4495.4,0
Female,0,54,21.84,1179.36,0
Male,0,30,34.8,1044.0,0
Female,1,20,57.82,1156.4,0
Male,0,33,88.37,2916.21,1
Female,1,7,42.84,299.88,0
Male,0,8,62.3,498.4,0
Male,0,28,75.73,2120.44,0
Female,0,45,108.86,4898.7,1
Female,0,11,52.61,578.71,0
Male,0,31,33.36,1034.16,0
Female,0,12,68.93,827.1600000000001,0
Male,0,51,94.67,4828.17,0
Male,1,44,30.99,1363.56,0
Male,0,50,62.47,3123.5,0
Female,0,17,21.78,370.26,0
Male,0,35,23.36,817.6,1
Male,0,1,68.3,68.3,0
Female,0,29,49.82,1444.78,0
Female,0,51,104.51,5330.01,0
Female,1,64,80.22,5134.08,0
Female,0,4,65.39,261.56,0
Male,0,28,60.79,1702.12,0
Male,0,16,69.72,1115.52,1
Male,1,63,24.04,1514.52,1
Male,0,53,109.28,5791.84,0
Female,0,17,119.83,2037.11,0
Male,0,40,38.15,1526.0,0
Male,0,13,32.04,416.52,0
Female,0,52,34.36,1786.72,0
Male,0,58,86.1,4993.799999999999,0
Male,0,37,86.14,3187.18,0
Male,0,61,104.79,6392.1900000000005,0
Male,0,34,95.18,3236.1200000000003,0
Male,0,70,64.97,4547.9,0
Male,0,17,81.29,1381.93,0
Female,0,20,88.83,1776.6,0
Female,0,59,71.27,4204.929999999999,0
Male,0,69,67.57,4662.33,0
Male,0,33,84.51,2788.8300000000004,0
Female,1,17,75.75,1287.75,0
Male,1,57,84.39,4810.2300000000005,0
Male,0,1,81.29,81.29,0
Male,0,13,91.92,1194.96,1
Female,0,27,84.28,2275.56,0
Male,0,70,71.97,5037.9,1
Female,0,59,88.18,5202.620000000001,0
Male,0,6,64.95,389.7000000000001,0
Female,0,23,44.17,1015.91,1
Female,0,10,20.14,201.4,0
Male,0,51,76.0,3876.0,0
Female,0,19,79.07,1502.33,0
Male,0,51,117.2,5977.2,0
Female,0,68,56.15,3818.2,0
Male,1,42,59.41,2495.22,0
Male,1,57,40.18,2290.26,0
Female,0,68,27.05,1839.4,0
Male,0,38,97.28,3696.64,1
Male,0,62,44.97,2788.14,0
Female,0,7,80.89,566.23,0
Male,0,71,88.78,6303.38,0
Male,0,50,67.12,3356.0,1
Female,0,52,107.64,5597.28,0
Female,0,26,64.38,1673.88,0
Male,0,26,48.49,1260.74,0
Male,0,19,109.6,2082.4,0
Female,0,9,106.16,955.44,0
Female,0,61,36.4,2220.4,0
Male,1,20,22.6,452.0,0
Female,0,50,29.0,1450.0,0
Male,0,22,48.65,1070.3,0
Male,1,13,117.23,1523.99,1
Male,1,12,75.85,910.2,0
Male,0,10,57.33,573.3,0
Male,1,65,108.87,7076.55,0
Female,0,30,65.31,1959.3,0
Female,0,8,51.52,412.16,0
Female,0,21,114.12,2396.52,1
Female,0,22,104.95,2308.9,0
Male,0,18,104.37,1878.66,0
Male,0,66,71.23,4701.18,1
Male,0,48,98.94,4749.12,1
Male,0,44,37.94,1669.36,1
Female,0,9,77.32,695.8799999999999,0
Male,0,67,118.38,7931.46,1
Male,0,54,49.1,2651.4,0
Female,0,26,99.44,2585.44,0
Female,0,26,69.05,1795.3,0
Female,1,34,23.98,815.32,0
Female,0,8,96.3,770.4,0
Male,0,10,36.86,368.6,0
Male,0,48,83.15,3991.2,0
Female,0,55,28.57,1571.35,0
Male,0,54,114.69,6193.26,0
Male,0,40,49.17,1966.8,0
Male,0,15,42.65,639.75,1
Female,0,18,32.91,592.3799999999999,0
Male,1,23,114.6,2635.8,0
Female,0,62,91.19,5653.78,0
Male,0,46,94.17,4331.82,0
Male,1,39,69.94,2727.66,0
Male,0,15,67.47,1012.05,1
Female,0,53,31.0,1643.0,0
Male,0,64,75.98,4862.72,0
Female,0,63,44.69,2815.47,0
Female,0,16,117.71,1883.36,0
Female,0,70,99.66,6976.2,0
Male,0,66,61.3,4045.8,0
Male,0,13,35.13,456.69000000000005,0
Male,0,47,98.53,4630.91,0
Male,0,9,32.21,289.89,0
Female,0,63,38.93,2452.59,1
Female,1,34,41.15,1399.1,0
Female,0,29,75.69,2195.01,0
Male,0,37,98.71,3652.27,1
Female,0,43,51.43,2211.49,1
Male,0,64,28.47,1822.08,0
Female,0,24,66.45,1594.8000000000002,0
Male,0,71,94.81,6731.51,0
Male,1,34,42.17,1433.78,0
Female,1,48,41.99,2015.52,0
Female,0,12,114.72,1376.64,1
Female,0,23,115.42,2654.66,0
Female,0,13,119.05,1547.65,1
Male,0,45,100.77,4534.65,1
Female,0,65,38.82,2523.3,1
Female,0,47,41.2,1936.4,0
Female,0,58,54.02,3133.1600000000003,0
Male,0,5,51.81,259.05,0
Male,0,5,115.65,578.25,0
Female,1,60,98.91,5934.599999999999,0
Male,0,21,92.4,1940.4,0
Female,0,24,38.6,926.4,0
Male,0,18,110.95,1997.1,0
Male,0,21,102.79,2158.59,0
Male,0,54,36.36,1963.44,0
Male,0,10,107.12,1071.2,0
Female,0,24,47.22,1133.28,0
Female,0,60,28.09,1685.4,0
Female,0,57,85.68,4883.76,0
Male,0,23,85.38,1963.74,0
Female,0,22,29.49,648.78,1
Female,1,68,51.89,3528.52,0
Female,0,34,119.28,4055.52,1
Male,0,70,87.84,6148.8,0
Male,0,28,93.01,2604.28,1
Male,1,39,41.29,1610.31,0
Female,0,42,27.88,1170.96,1
Female,0,23,47.69,1096.87,0
Female,0,70,44.89,3142.3,0
Male,0,2,43.45,86.9,1
Male,0,24,39.28,942.72,0
Female,0,17,77.48,1317.16,1
Male,1,65,52.81,3432.65,1
Male,0,70,102.03,7142.1,0
Male,0,69,38.39,2648.91,0
Male,0,60,66.46,3987.6,0
Female,0,50,21.37,1068.5,1
Male,1,12,68.17,818.04,1
Male,0,47,25.58,1202.26,0
Male,0,67,117.77,7890.59,0
Male,0,65,99.06,6438.900000000001,0
Female,0,27,69.01,1863.27,0
Female,0,48,28.66,1375.68,0
Male,0,62,79.24,4912.88,0
Male,1,44,95.88,4218.719999999999,0
Male,1,19,39.07,742.33,0
Male,0,59,76.82,4532.379999999999,0
Male,1,8,101.42,811.36,0
Male,0,55,96.82,5325.099999999999,0
Female,0,47,100.3,4714.099999999999,0
Male,0,2,107.93,215.86,0
Female,0,39,113.77,4437.03,0
Female,0,45,60.55,2724.75,1
Male,0,32,76.88,2460.16,0
Female,0,65,99.07,6439.549999999999,0
Female,0,38,89.71,3408.98,0
Female,0,11,119.55,1315.05,0
Female,0,10,21.37,213.7,1
Female,0,59,55.51,3275.09,1
Female,0,55,48.1,2645.5,0
Male,0,20,46.23,924.6,0
Female,0,17,42.25,718.25,0
Female,1,68,90.91,6181.88,1
Female,0,5,28.48,142.4,0
Male,0,60,94.16,5649.599999999999,0
Female,1,23,89.34,2054.82,0
Male,0,46,45.08,2073.68,0
Female,0,52,45.28,2354.56,0
Male,0,10,82.89,828.9,0
Male,1,46,96.22,4426.12,0
Female,0,28,107.65,3014.2000000000003,1
Female,0,43,105.21,4524.03,0
Male,0,26,116.49,3028.74,0
Female,0,55,78.14,4297.7,0
Male,0,48,110.87,5321.76,0
Male,0,29,100.85,2924.65,0
Male,0,27,109.47,2955.69,0
Male,1,18,21.16,380.88,0
Male,0,60,116.59,6995.400000000001,0
Female,0,69,67.35,4647.15,0
Male,1,21,99.82,2096.22,1
Male,0,24,32.72,785.28,0
Female,0,3,59.59,178.77,0
Male,0,62,47.15,2923.3,1
Female,1,2,49.17,98.34,1
Female,0,66,32.33,2133.78,0
Female,0,42,100.58,4224.36,0
Male,1,34,20.92,711.2800000000001,0
Male,0,42,51.25,2152.5,1
Male,1,20,37.44,748.8,1
Female,1,68,78.9,5365.200000000001,0
Male,0,45,45.43,2044.35,1
Female,0,42,45.9,1927.8,1
Male,0,47,68.83,3235.01,1
Female,0,5,85.27,426.35,1
Male,0,49,32.13,1574.37,1
Male,0,37,37.55,1389.35,0
Male,1,34,44.72,1520.48,0
Female,0,70,117.37,8215.9,0
Female,0,18,59.72,1074.96,0
Male,1,19,79.9,1518.1,0
Male,1,40,44.15,1766.0,0
Female,0,17,69.05,1173.85,0
Female,1,60,27.41,1644.6,0
Female,0,42,23.47,985.74,0
Male,1,65,66.87,4346.55,0
Female,0,53,59.87,3173.11,0
Male,0,7,33.69,235.83,0
Female,0,5,88.76,443.8,0
Male,0,24,119.29,2862.96,0
Female,0,28,59.56,1667.68,0
Female,0,62,82.46,5112.52,0
Female,0,17,116.3,1977.1,1
Female,1,20,103.15,2063.0,0
Female,0,3,66.36,199.08,0
Male,0,37,93.75,3468.75,1
Female,0,15,32.81,492.15,0
Female,0,51,71.21,3631.71,0
Female,1,48,47.91,2299.68,0
Male,1,8,36.12,288.96,0
Female,0,13,62.63,814.19,0
Male,0,48,33.1,1588.8000000000002,0
Female,0,3,89.9,269.70000000000005,0
Female,0,65,65.62,4265.3,0
Male,1,31,73.11,2266.41,0
Female,0,26,34.64,900.64,0
Male,0,56,33.98,1902.88,0
Male,0,34,78.34,2663.56,1
Female,0,9,118.5,1066.5,1
Male,1,62,29.63,1837.06,0
Female,0,13,48.57,631.41,0
Female,0,69,106.95,7379.55,0
Male,0,41,27.23,1116.43,1
Male,0,1,107.59,107.59,0
Male,0,47,72.43,3404.2100000000005,0
Male,0,4,60.83,243.32,0
Female,0,63,50.97,3211.11,0
Female,0,52,49.71,2584.92,0
Male,0,10,50.58,505.8,1
Female,0,28,108.48,3037.44,1
Female,0,6,92.38,554.28,0
Female,0,27,86.97,2348.19,1
Female,0,12,99.87,1198.44,1
Male,0,62,45.71,2834.02,0
Male,0,52,81.8,4253.599999999999,1
Female,0,48,66.01,3168.4800000000005,0
Male,0,67,98.24,6582.08,1
Male,0,46,50.93,2342.78,0
Male,0,15,84.32,1264.8,0
Female,0,71,108.22,7683.62,1
Female,0,36,60.22,2167.92,0
Female,0,14,26.66,373.24,0
Male,0,3,71.61,214.83,1
Female,1,67,54.6,3658.2,0
Female,0,19,87.22,1657.18,0
Male,0,54,115.1,6215.4,1
Female,0,69,68.56,4730.64,1
Female,0,10,66.62,666.2,0
Male,0,33,85.46,2820.18,0
Male,0,13,30.35,394.55,0
Male,1,51,45.35,2312.85,0
Female,0,32,111.9,3580.8,0
Female,1,24,86.99,2087.76,0
Female,0,35,21.34,746.9,0
Male,0,70,40.46,2832.2000000000003,0
Male,0,40,88.28,3531.2,1
Female,0,54,96.44,5207.76,0
Female,0,44,103.99,4575.56,0
Male,0,62,49.22,3051.64,0
Male,0,68,113.1,7690.799999999999,0
Male,1,33,75.29,2484.57,0
Male,1,56,89.65,5020.400000000001,0
Female,0,36,79.67,2868.12,0
Male,0,54,32.27,1742.5800000000002,0
Female,0,19,116.31,2209.89,1
Female,0,43,32.29,1388.47,0
Female,0,12,45.49,545.88,0
Male,0,11,101.36,1114.96,0
Male,0,70,81.86,5730.2,0
Male,0,12,103.81,1245.72,0
Male,1,41,71.57,2934.37,1
Female,0,25,57.7,1442.5,0
Male,1,3,112.18,336.54,0
Male,0,3,23.63,70.89,0
Female,0,28,105.61,2957.08,0
Male,0,23,43.08,990.84,1
Female,0,48,104.87,5033.76,0
Female,0,67,33.92,2272.6400000000003,0
Female,0,42,78.02,3276.84,0
Female,0,40,108.81,4352.4,0
Female,0,6,67.35,404.1,0
Female,0,20,94.66,1893.2,0
Female,0,11,100.47,1105.17,0
Female,0,27,93.65,2528.55,0
Male,0,21,112.53,2363.13,0
Male,0,13,64.68,840.8400000000001,0
Male,0,35,37.31,1305.85,0
Male,1,47,24.78,1164.66,1
Female,0,28,44.65,1250.2,0
Male,0,21,34.32,720.72,1
Female,0,18,75.79,1364.22,1
Male,0,31,38.49,1193.19,0
Male,0,60,23.89,1433.4,0
Male,0,37,23.6,873.2,0
Female,0,21,103.16,2166.36,1
Male,0,14,79.14,1107.96,0
Female,0,60,55.81,3348.6000000000004,0
Female,0,23,109.42,2516.66,0
Male,0,29,27.02,783.58,0
Male,1,47,118.03,5547.41,0
Male,0,30,81.63,2448.9,1
Female,0,38,38.35,1457.3,0
Male,0,27,87.91,2373.57,0
Female,0,15,96.34,1445.1,0
Female,1,59,62.93,3712.87,1
Male,0,3,106.16,318.48,0
Male,1,10,35.07,350.7,0
Female,1,17,47.88,813.96,1
Female,0,11,29.35,322.85,0
Female,0,48,41.09,1972.32,0
Male,0,5,43.87,219.35,0
Female,1,69,111.76,7711.44,0
Male,0,64,27.81,1779.84,1
Female,0,14,62.74,878.36,0
Female,0,50,73.24,3662.0,0
Male,0,26,109.87,2856.62,0
Female,0,69,119.77,8264.13,0
Male,0,7,95.34,667.38,1
Male,1,16,117.08,1873.28,0
Female,1,55,98.71,5429.049999999999,0
Male,1,56,116.32,6513.92,1
Male,0,4,90.73,362.92,0
Female,0,48,27.98,1343.04,0
Male,0,17,60.19,1023.23,0
Male,0,36,84.66,3047.76,0
Male,0,70,55.07,3854.9,0
Female,0,38,47.34,1798.92,0
Male,0,62,77.74,4819.88,1
Female,1,48,113.35,5440.799999999999,0
Female,0,10,23.5,235.0,1
Male,0,36,96.92,3489.12,0
Male,0,29,92.27,2675.83,1
Male,0,4,116.4,465.6,1
Female,0,44,113.07,4975.08,1
Male,1,56,96.22,5388.32,0
Male,1,42,72.04,3025.6800000000003,0
Male,1,13,40.43,525.59,0
Male,1,46,74.52,3427.92,1
Male,0,33,96.54,3185.82,0
Female,0,21,109.57,2300.97,0
Female,0,57,98.97,5641.29,0
Male,0,69,39.53,2727.57,0
Male,0,70,79.97,5597.9,0
Male,0,67,53.22,3565.74,0
Male,0,48,20.92,1004.16,0
Female,0,33,40.02,1320.66,1
Male,0,36,31.32,1127.52,0
Female,0,33,104.27,3440.91,0
Female,0,31,45.85,1421.35,1
Male,0,21,48.47,1017.87,0
Female,0,27,115.99,3131.73,0
Female,0,62,57.91,3590.42,0
Female,0,26,20.96,544.96,0
Female,0,66,48.38,3193.0800000000004,1
Male,0,12,31.93,383.16,0
Male,0,22,30.28,666.1600000000001,1
Female,0,17,27.75,471.75,0
Male,0,7,79.33,555.31,1
Male,0,68,38.93,2647.24,0
Male,0,37,56.12,2076.44,0
Male,0,38,106.2,4035.6,0
Male,0,11,62.43,686.73,1
Female,0,1,111.57,111.57,1
Male,0,25,69.79,1744.7500000000002,1
Male,0,42,59.88,2514.96,0
Male,0,52,95.04,4942.08,0
Male,0,24,27.32,655.6800000000001,0
Female,0,53,28.95,1534.35,1
Female,0,56,85.2,4771.2,1
Female,0,63,68.69,4327.47,1
Female,0,8,99.04,792.32,0
Male,0,59,111.63,6586.17,0
Female,0,45,58.84,2647.8,0
Male,0,27,79.64,2150.28,0
Male,0,52,70.07,3643.64,1
Male,1,18,118.16,2126.88,1
Male,0,16,103.11,1649.76,0
Male,0,66,111.17,7337.22,0
Female,0,5,45.43,227.15,0
Female,0,3,97.25,291.75,1
Female,0,70,46.55,3258.5,1
Female,0,7,40.87,286.09,0
Male,0,50,114.43,5721.5,1
Female,1,14,21.93,307.02,1
Male,0,38,116.54,4428.52,0
Female,0,47,34.93,1641.71,1
Male,1,33,101.94,3364.02,1
Male,0,43,47.59,2046.37,0
Female,1,29,55.07,1597.03,0
Male,0,57,41.68,2375.76,0
Male,1,5,78.55,392.75,0
Female,0,60,54.81,3288.6000000000004,0
Male,0,70,85.74,6001.799999999999,1
Female,1,2,21.56,43.12,0
Female,0,70,26.44,1850.8,1
Female,0,43,29.97,1288.71,1
Male,0,4,61.9,247.6,0
Male,0,56,101.48,5682.88,0
Male,0,59,108.82,6420.379999999999,0
Female,0,9,44.48,400.32,0
Male,0,3,77.44,232.32,0
Female,0,48,96.84,4648.32,0
Female,0,43,48.88,2101.84,0
Male,0,1,60.9,60.9,0
Female,0,57,72.4,4126.8,0
Male,0,53,33.49,1774.97,1
Male,0,16,22.6,361.6,0
Male,0,51,35.28,1799.28,0
Male,0,55,82.69,4547.95,1
Male,0,1,27.36,27.36,0
Female,0,28,38.97,1091.16,0
Female,1,53,53.79,2850.87,1
Female,0,58,27.79,1611.82,1
Male,0,60,39.17,2350.2000000000003,0
Male,0,59,111.13,6556.67,0
Male,0,22,21.93,482.46,0
Female,1,8,85.34,682.72,1
Male,0,49,58.44,2863.56,1
Female,0,42,87.26,3664.92,0
Female,1,27,78.87,2129.49,0
Male,0,39,42.35,1651.65,0
Male,0,25,104.72,2618.0,0
Female,0,38,69.19,2629.22,0
Male,0,24,102.25,2454.0,1
Female,1,24,60.6,1454.4,1
Male,1,60,118.47,7108.2,0
Male,0,50,97.05,4852.5,0
Female,0,66,116.6,7695.599999999999,0
Male,1,14,71.43,1000.02,0
Female,0,53,67.37,3570.61,0
Male,0,32,95.55,3057.6,1
Female,1,48,108.03,5185.4400000000005,1
Female,0,39,116.41,4539.99,1
Male,0,40,52.46,2098.4,1
Female,0,42,99.87,4194.54,0
Male,1,8,41.06,328.48,1
Male,0,26,74.56,1938.56,1
Male,0,12,37.98,455.76,0
Female,0,43,54.74,2353.82,0
Female,0,51,113.14,5770.14,0
Male,0,63,34.61,2180.43,0
Male,0,49,83.24,4078.76,0
Female,0,27,79.3,2141.1,0
Male,0,9,32.07,288.63,1
Male,1,39,52.6,2051.4,1
Female,0,65,76.3,4959.5,0
Male,1,71,38.72,2749.12,0
Female,0,71,100.06,7104.26,0
Male,0,7,117.22,820.54,1
Female,0,67,41.48,2779.16,0
Male,0,10,38.69,386.9,0
Male,1,71,65.49,4649.79,0
Female,0,53,94.78,5023.34,1
Male,0,57,48.16,2745.12,0
Female,0,27,21.99,593.7299999999999,0
Male,0,54,74.12,4002.480000000001,0
Female,0,4,115.66,462.64,1
Female,0,23,59.13,1359.99,0
Female,0,48,62.01,2976.48,1
Female,0,42,116.89,4909.38,1
Male,0,3,89.46,268.38,0
Male,0,3,91.92,275.76,1
Female,0,28,76.27,2135.56,0
Female,0,63,117.46,7399.98,0
Female,0,31,88.89,2755.59,1
Male,0,10,109.5,1095.0,0
Male,0,49,89.94,4407.06,0
Male,0,21,93.51,1963.71,1
Male,1,53,49.04,2599.12,0
Female,0,54,50.35,2718.9,0
Female,0,57,98.3,5603.099999999999,0
Female,1,20,49.67,993.4,0
Male,1,49,76.28,3737.72,0
Male,0,7,44.94,314.58,1
Male,1,29,101.7,2949.3,0
Female,0,48,31.05,1490.4,0
Female,0,13,102.94,1338.22,0
Male,0,3,80.27,240.81,0
Female,0,2,38.69,77.38,0
Male,0,16,74.2,1187.2,0
Male,0,6,48.25,289.5,0
Female,0,45,52.35,2355.75,0
Male,1,71,55.15,3915.65,0
Female,1,5,26.33,131.64999999999998,1
Male,0,56,118.6,6641.599999999999,0
Female,1,71,23.15,1643.65,0
Female,1,32,86.25,2760.0,1
Female,0,49,57.12,2798.88,1
Male,0,13,84.6,1099.8,1
Male,0,30,55.62,1668.6,0
Female,1,25,87.38,2184.5,0
Female,0,60,92.92,5575.2,0
Male,0,59,89.06,5254.54,0
Male,0,28,31.4,879.1999999999999,0
Male,0,58,85.69,4970.02,0
Female,0,20,48.0,960.0,0
Male,0,34,22.88,777.92,1
Male,0,5,61.48,307.4,0
Female,1,60,63.35,3801.0,0
Male,1,43,66.72,2868.96,0
Male,0,57,90.48,5157.360000000001,0
Male,1,57,50.88,2900.1600000000003,0
Female,0,54,51.53,2782.62,0
Female,0,45,26.06,1172.7,1
Female,0,37,88.68,3281.1600000000003,0
Female,1,48,76.78,3685.44,0
Female,1,54,54.94,2966.76,0
Female,0,48,90.52,4344.96,0
Female,1,6,73.74,442.44,0
Male,0,34,66.92,2275.28,0
Male,0,63,71.13,4481.19,1
Female,0,48,83.63,4014.24,1
Male,0,23,86.0,1978.0,0
Male,0,13,48.9,635.6999999999999,0
Female,1,47,34.07,1601.29,1
Male,0,44,35.66,1569.04,0
Male,0,32,83.94,2686.08,0
Male,0,26,107.29,2789.54,0
Male,0,53,60.95,3230.3500000000004,1
Male,1,14,36.95,517.3000000000001,1
Female,0,52,95.66,4974.32,0
Female,0,36,103.25,3717.0,1
Female,1,8,108.06,864.48,0
Male,0,40,80.68,3227.2000000000003,1
Female,0,22,106.07,2333.54,1
Male,0,16,21.54,344.64,1
Male,0,60,30.72,1843.2,0
Male,0,60,29.26,1755.6,0
Male,0,10,91.26,912.6,0
Female,1,25,26.96,674.0,1
Female,1,31,69.64,2158.84,0
Male,0,21,67.27,1412.6699999999998,0
Female,0,33,51.07,1685.31,1
Male,1,31,107.04,3318.24,0
Female,0,21,37.04,777.84,1
Female,0,36,55.25,1989.0,0
Male,0,65,97.42,6332.3,0
Female,1,4,23.04,92.16,0
Male,0,68,87.3,5936.4,1
Female,0,4,101.64,406.56,0
Male,0,9,113.23,1019.07,1
Male,1,30,107.63,3228.9,0
Female,0,45,51.94,2337.3,0
Female,1,4,78.64,314.56,1
Male,0,69,27.73,1913.37,0
Female,0,23,45.79,1053.17,0
Female,0,16,29.42,470.72,0
Male,0,22,51.52,1133.44,0
Male,1,48,107.52,5160.96,0
Female,0,62,54.72,3392.64,0
Male,0,60,76.19,4571.4,0
Male,0,5,63.34,316.70000000000005,0
Male,0,7,65.89,461.23,0
Female,0,51,116.96,5964.96,0
Female,0,65,49.62,3225.3,1
Male,1,9,82.73,744.57,0
Female,0,45,62.01,2790.45,0
Male,0,47,26.11,1227.17,0
Female,0,67,68.93,4618.31,0
Male,0,24,101.33,2431.92,0
Male,0,10,29.88,298.8,0
Female,1,48,26.96,1294.08,0
Male,0,35,35.36,1237.6,1
Female,0,54,96.44,5207.76,0
Female,0,71,92.4,6560.400000000001,0
Male,1,16,76.5,1224.0,1
Male,0,53,66.82,3541.46,1
Female,0,40,108.83,4353.2,0
Male,0,20,96.67,1933.4,0
Male,0,69,101.19,6982.11,1
Male,0,45,101.33,4559.85,0
Male,0,6,84.27,505.62,0
Male,0,69,65.8,4540.2,0
Female,0,49,106.47,5217.03,0
Female,1,39,112.6,4391.4,0
Male,0,2,22.38,44.76,0
Male,0,39,25.16,981.24,1
Male,0,21,115.87,2433.27,0
Female,0,40,47.72,1908.8,0
Male,0,54,107.34,5796.360000000001,1
Female,0,12,58.88,706.5600000000001,0
Female,0,37,31.91,1180.67,1
Female,0,38,28.04,1065.52,0
Male,1,15,35.65,534.75,0
Female,0,7,44.99,314.93,0
Male,1,50,68.85,3442.4999999999995,1
Female,0,65,90.15,5859.75,1
Male,0,67,118.64,7948.88,0
Female,0,44,64.15,2822.6000000000004,0
Male,0,31,71.82,2226.42,0
Female,0,43,72.18,3103.74,0
Male,0,48,73.94,3549.12,1
Male,1,61,71.77,4377.969999999999,0
Male,1,10,20.88,208.8,0
Male,0,29,20.17,584.9300000000001,1
Female,0,48,29.77,1428.96,0
Female,0,62,30.16,1869.92,0
Male,0,13,90.49,1176.37,1
Female,0,44,40.49,1781.5600000000002,0
Male,1,47,109.47,5145.09,0
Male,0,64,112.86,7223.04,0
Female,0,53,117.59,6232.27,0
Male,0,44,113.91,5012.04,0
Male,0,28,47.19,1321.32,1
Female,0,2,70.98,141.96,0
Male,0,57,37.55,2140.35,0
Male,0,57,100.62,5735.34,0
Male,0,34,108.84,3700.56,1
Male,0,58,105.13,6097.54,0
Female,1,52,63.34,3293.6800000000003,0
Female,0,29,95.87,2780.23,0
Female,0,35,29.76,1041.6,0
Male,0,48,24.02,1152.96,0
Male,0,33,95.32,3145.56,1
Female,0,9,62.54,562.86,0
Male,1,48,119.55,5738.4,0
Male,0,67,29.73,1991.91,0
Male,0,36,105.56,3800.16,0
Male,0,71,68.0,4828.0,0
Female,0,44,102.72,4519.68,0
Female,1,60,101.71,6102.599999999999,1
Female,1,63,111.6,7030.799999999999,0
Male,0,5,49.79,248.95,0
Female,0,40,114.98,4599.2,1
Female,0,19,35.17,668.23,1
Male,1,47,28.2,1325.4,1
Male,0,65,63.16,4105.4,0
Female,1,67,102.83,6889.61,0
Female,0,18,67.34,1212.12,1
Female,0,50,102.93,5146.5,1
Female,0,30,92.97,2789.1,0
Male,1,66,40.94,2702.04,0
Female,1,5,114.89,574.45,1
Female,0,42,26.08,1095.36,0
Male,0,5,109.83,549.15,0
Female,0,50,50.44,2522.0,0
Male,0,58,70.01,4060.58,0
Male,0,8,62.24,497.92,0
Male,0,31,37.18,1152.58,1
Female,1,12,55.81,669.72,1
Female,0,21,39.29,825.09,0
Male,1,62,40.39,2504.18,0
Female,0,33,38.71,1277.43,0
Female,0,26,68.9,1791.4,0
Male,0,40,99.79,3991.6,1
Male,0,65,76.9,4998.5,0
Female,0,59,109.32,6449.879999999999,0
Male,0,15,83.65,1254.75,0
Female,0,1,88.93,88.93,0
Female,0,11,86.76,954.36,0
Female,0,55,64.95,3572.25,0
Female,0,2,88.93,177.86,0
Male,1,65,26.97,1753.05,0
Male,1,44,105.99,4663.56,1
Male,0,16,97.78,1564.48,0
Male,0,22,44.52,979.44,0
Female,0,18,96.8,1742.4,0
Female,1,47,21.26,999.22,0
Male,0,30,41.72,1251.6,0
Female,0,10,26.51,265.1,0
Female,0,58,98.02,5685.16,0
Female,0,62,95.59,5926.58,1
Male,0,6,101.36,608.16,0
Male,0,67,20.45,1370.15,0
Male,0,41,70.12,2874.92,0
Female,0,43,90.48,3890.64,0
Male,0,18,35.54,639.72,0
Male,0,58,84.98,4928.84,0
Male,1,60,28.41,1704.6,0
Male,0,27,38.13,1029.51,1
Male,1,68,67.58,4595.44,0
