gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,is_long_term,avg_monthly_spend,high_value,senior_high_value,tenure_group
Female,0,68,109.73,7461.64,1,1,109.71386560799883,1,0,49-72
Female,1,36,22.11,795.96,0,1,22.103860038878093,0,0,25-48
Male,0,51,105.86,5398.86,0,1,105.83924720643012,1,0,49-72
Female,0,1,111.94,111.94,0,0,110.83168316831683,1,0,0-12
Female,0,33,55.35,1826.55,0,1,55.33323235383217,0,0,25-48
Female,1,7,91.95,643.65,0,0,91.8188302425107,1,1,0-12
Male,0,52,64.21,3338.92,1,1,64.19765429725054,0,0,49-72
Male,0,11,85.52,940.72,0,0,85.44232515894642,0,0,0-12
Male,1,27,54.03,1458.81,0,1,54.00999629766753,0,0,25-48
Male,0,14,52.26,731.64,0,0,52.22269807280514,0,0,13-24
Female,0,46,62.44,2872.24,0,1,62.42642903716583,0,0,25-48
Female,1,10,34.56,345.6,1,0,34.52547452547453,0,0,0-12
Female,0,24,103.11,2474.64,1,1,103.06705539358599,1,0,13-24
Female,0,61,54.87,3347.07,1,1,54.86100639239469,0,0,49-72
Male,1,18,60.01,1080.18,0,0,59.97667962243198,0,0,13-24
Male,0,9,109.41,984.69,0,0,109.28856825749169,1,0,0-12
Male,0,17,69.66,1184.22,0,0,69.61904761904762,0,0,13-24
Female,1,58,74.43,4316.9400000000005,1,1,74.4171694535425,0,0,49-72
Male,1,13,115.65,1503.45,1,0,115.56110684089163,1,1,13-24
Male,0,50,108.67,5433.5,0,1,108.64827034593081,1,0,49-72
Female,0,6,36.95,221.7,0,0,36.88851913477537,0,0,0-12
Female,0,51,67.32,3433.32,0,1,67.3068025877279,0,0,49-72
Male,0,36,117.13,4216.68,0,1,117.09747292418774,1,0,25-48
Male,0,71,57.24,4064.04,0,1,57.2319391634981,0,0,49-72
Male,0,25,57.16,1429.0,1,1,57.13714514194322,0,0,25-48
Male,0,11,39.5,434.5,1,0,39.46412352406903,0,0,0-12
Male,0,44,31.43,1382.92,1,1,31.42285844126335,0,0,25-48
Male,0,14,94.03,1316.42,1,0,93.96288365453249,1,0,13-24
Female,0,29,97.0,2813.0,1,1,96.96656325405033,1,0,25-48
Female,0,50,116.9,5845.0,0,1,116.87662467506499,1,0,49-72
Female,0,5,97.34,486.7000000000001,0,0,97.14570858283436,1,0,0-12
Male,0,69,44.34,3059.46,0,1,44.333574844225474,0,0,49-72
Female,0,57,24.01,1368.5700000000002,0,1,24.005788458165238,0,0,49-72
Male,0,26,118.54,3082.04,0,1,118.49442522106881,1,0,25-48
Male,0,6,54.05,324.29999999999995,0,0,53.960066555740426,0,0,0-12
Female,1,16,51.2,819.2,0,0,51.168019987507805,0,0,13-24
Male,0,60,110.6,6636.0,0,1,110.58156973837694,1,0,49-72
Male,1,12,78.51,942.12,0,0,78.44462947543714,0,0,0-12
Female,0,3,41.49,124.47,0,0,41.35215946843854,0,0,0-12
Female,0,63,108.91,6861.33,1,1,108.89271544199333,1,0,49-72
Female,1,64,119.34,7637.76,0,1,119.32135603811903,1,1,49-72
Male,0,62,28.67,1777.5400000000002,1,1,28.665376552169008,0,0,49-72
Female,0,6,106.23,637.38,0,0,106.05324459234609,1,0,0-12
Female,0,19,59.05,1121.95,0,0,59.0189374013677,0,0,13-24
Male,0,18,72.41,1303.38,1,0,72.36979455857856,0,0,13-24
Female,0,43,111.48,4793.64,1,1,111.45408044640783,1,0,25-48
Female,0,3,117.34,352.02,1,0,116.95016611295681,1,0,0-12
Female,0,38,46.22,1756.36,0,1,46.20784004209418,0,0,25-48
Male,0,68,41.29,2807.72,0,1,41.28392883399499,0,0,49-72
Male,1,44,28.05,1234.2,0,1,28.043626448534425,0,0,25-48
Male,0,63,76.18,4799.34,1,1,76.16790985557849,0,0,49-72
Male,0,42,21.36,897.12,0,1,21.354915496310404,0,0,25-48
Female,1,64,61.19,3916.16,0,1,61.18044055616309,0,0,49-72
Male,0,54,27.34,1476.36,1,1,27.334937974449176,0,0,49-72
Male,0,71,60.52,4296.92,0,1,60.511477256724405,0,0,49-72
Female,0,37,23.99,887.63,0,1,23.983517968116725,0,0,25-48
Female,0,4,103.52,414.08,1,0,103.26184538653366,1,0,0-12
Female,0,2,40.97,81.94,0,0,40.76616915422886,0,0,0-12
Male,0,44,52.83,2324.52,1,1,52.81799591002045,0,0,25-48
Male,1,67,107.0,7169.0,0,1,106.98403223399492,1,1,49-72
Male,0,68,94.63,6434.84,0,1,94.61608586972504,1,0,49-72
Female,0,62,41.9,2597.8,0,1,41.893243025318505,0,0,49-72
Female,0,1,27.19,27.19,0,0,26.92079207920792,0,0,0-12
Male,0,17,91.57,1556.6899999999998,0,0,91.51616696061139,1,0,13-24
Female,1,16,59.07,945.12,1,0,59.03310430980637,0,0,13-24
Female,0,9,96.61,869.49,0,0,96.50277469478358,1,0,0-12
Female,0,53,64.53,3420.09,0,1,64.51782682512734,0,0,49-72
Male,1,59,54.6,3221.4,0,1,54.59074733096086,0,0,49-72
Female,0,9,65.12,586.08,0,0,65.04772475027748,0,0,0-12
Female,0,12,94.86,1138.32,1,0,94.78101582014988,1,0,0-12
Male,0,41,110.22,4519.02,0,1,110.19312362838333,1,0,25-48
Male,1,15,24.98,374.7,0,0,24.96335776149234,0,0,13-24
Female,0,66,72.41,4779.06,0,1,72.39903044993183,0,0,49-72
Female,1,11,23.28,256.08000000000004,0,0,23.258855585831068,0,0,0-12
Male,0,8,66.84,534.72,1,0,66.7565543071161,0,0,0-12
Male,0,55,108.53,5969.15,0,1,108.51027085984366,1,0,49-72
Female,1,6,56.16,336.96,0,0,56.06655574043261,0,0,0-12
Female,0,53,113.25,6002.25,0,1,113.22863610639503,1,0,49-72
Female,0,20,83.06,1661.2,0,0,83.01849075462269,0,0,13-24
Female,0,39,113.42,4423.38,0,1,113.39092540374264,1,0,25-48
Male,0,34,95.72,3254.48,1,1,95.6918553366657,1,0,25-48
Female,0,57,30.34,1729.38,0,1,30.33467812664445,0,0,49-72
Female,0,19,43.12,819.28,0,0,43.097317201472904,0,0,13-24
Male,0,71,59.42,4218.82,0,1,59.41163216448387,0,0,49-72
Female,0,31,37.01,1147.31,0,1,36.998065140277326,0,0,25-48
Male,0,40,69.49,2779.6,0,1,69.47263184203949,0,0,25-48
Female,0,14,67.14,939.96,1,0,67.09207708779444,0,0,13-24
Female,0,37,115.63,4278.31,1,1,115.59875709267767,1,0,25-48
Male,1,44,63.37,2788.28,0,1,63.35560099977279,0,0,25-48
Male,0,9,98.56,887.04,0,0,98.45061043285239,1,0,0-12
Female,0,58,114.19,6623.02,0,1,114.17031546285125,1,0,49-72
Female,1,20,107.7,2154.0,0,0,107.64617691154422,1,1,13-24
Female,0,50,40.87,2043.5,0,1,40.86182763447311,0,0,49-72
Male,1,20,69.6,1392.0,0,0,69.56521739130434,0,0,13-24
Female,0,36,54.77,1971.72,0,1,54.75479033601778,0,0,25-48
Male,0,27,59.99,1619.73,0,1,59.967789707515735,0,0,25-48
Male,0,32,56.08,1794.56,0,1,56.06248047485161,0,0,25-48
Female,0,1,102.64,102.64,0,0,101.62376237623762,1,0,0-12
Male,0,17,65.21,1108.57,0,0,65.17166372721927,0,0,13-24
Female,0,9,72.37,651.33,0,0,72.28967813540511,0,0,0-12
Female,0,45,118.24,5320.8,1,1,118.21373028215953,1,0,25-48
Female,0,66,26.0,1716.0,0,1,25.99606120284805,0,0,49-72
Female,0,32,68.8,2201.6,0,1,68.77850671665105,0,0,25-48
Female,0,45,97.41,4383.45,1,1,97.38835814263497,1,0,25-48
Male,0,9,35.12,316.08,0,0,35.081021087680355,0,0,0-12
Male,0,30,81.15,2434.5,0,1,81.12295901366211,0,0,25-48
Female,1,38,43.95,1670.1,0,1,43.93843725335438,0,0,25-48
Female,0,60,106.74,6404.4,0,1,106.72221296450591,1,0,49-72
Male,1,1,52.71,52.71,1,0,52.18811881188119,0,0,0-12
Male,0,5,52.91,264.54999999999995,0,0,52.80439121756486,0,0,0-12
Male,0,63,79.82,5028.66,0,1,79.8073321694969,0,0,49-72
Male,0,36,38.36,1380.96,1,1,38.34934740349903,0,0,25-48
Female,0,65,48.49,3151.85,1,1,48.48254114751576,0,0,49-72
Female,0,24,61.66,1479.84,0,1,61.634319033735935,0,0,13-24
Male,0,4,55.36,221.44,1,0,55.22194513715711,0,0,0-12
Female,0,68,72.49,4929.32,0,1,72.47934127334214,0,0,49-72
Male,0,25,79.96,1999.0,0,1,79.9280287884846,0,0,25-48
Female,0,7,76.67,536.69,0,0,76.56062767475036,0,0,0-12
Male,0,13,85.42,1110.46,0,0,85.3543428132206,0,0,13-24
Female,0,68,50.77,3452.36,0,1,50.762534921335096,0,0,49-72
Male,1,43,32.64,1403.52,1,1,32.63241106719368,0,0,25-48
Male,0,57,96.08,5476.56,0,1,96.06314681634802,1,0,49-72
Female,0,36,105.08,3782.88,0,1,105.05081921688421,1,0,25-48
Male,0,14,45.7,639.8000000000001,0,0,45.667380442541045,0,0,13-24
Female,0,27,60.71,1639.17,0,1,60.687523139577934,0,0,25-48
Female,0,37,69.86,2584.82,0,1,69.841124020535,0,0,25-48
Male,0,71,73.33,5206.43,1,1,73.31967328545275,0,0,49-72
Female,0,25,85.95,2148.75,0,1,85.9156337465014,0,0,25-48
Female,0,67,24.16,1618.72,0,1,24.156394567974928,0,0,49-72
Female,1,4,92.15,368.6,0,0,91.9201995012469,1,1,0-12
Female,1,16,26.2,419.2,1,0,26.183635227982506,0,0,13-24
Female,0,19,66.83,1269.77,1,0,66.79484481851657,0,0,13-24
Male,0,29,102.77,2980.33,1,1,102.73457428472939,1,0,25-48
Female,0,51,65.12,3321.1200000000003,0,1,65.10723387571065,0,0,49-72
Female,0,18,34.91,628.3799999999999,0,0,34.890616324264286,0,0,13-24
Female,0,58,118.5,6873.0,0,1,118.47957248750215,1,0,49-72
Female,0,44,108.93,4792.92,0,1,108.90524880708931,1,0,25-48
Female,1,16,97.13,1554.08,1,0,97.06933166770767,1,1,13-24
Male,0,65,61.15,3974.75,0,1,61.14059375480695,0,0,49-72
Female,0,2,38.38,76.76,0,0,38.18905472636816,0,0,0-12
Male,0,56,114.14,6391.84,0,1,114.1196214961614,1,0,49-72
Male,0,28,73.24,2050.72,0,1,73.2138521956444,0,0,25-48
Male,0,65,105.24,6840.599999999999,0,1,105.22381172127363,1,0,49-72
Male,1,5,54.21,271.05,0,0,54.10179640718563,0,0,0-12
Female,0,22,53.53,1177.66,1,0,53.505679236710584,0,0,13-24
Male,0,13,118.55,1541.15,0,0,118.45887778631823,1,0,13-24
Male,0,65,72.18,4691.700000000001,1,1,72.16889709275496,0,0,49-72
Female,0,16,34.07,545.12,0,0,34.04871955028107,0,0,13-24
Female,0,64,41.97,2686.08,1,1,41.96344321199812,0,0,49-72
Female,0,32,68.19,2182.08,0,1,68.16869728209934,0,0,25-48
Male,0,51,24.25,1236.75,0,1,24.24524603019016,0,0,49-72
Female,1,58,66.25,3842.5,0,1,66.2385795552491,0,0,49-72
Female,0,46,61.89,2846.94,0,1,61.87654857639644,0,0,25-48
Male,0,52,97.93,5092.360000000001,1,1,97.91117092866757,1,0,49-72
Female,0,63,55.49,3495.8700000000003,0,1,55.481193461355346,0,0,49-72
Female,0,60,118.25,7095.0,0,1,118.23029495084153,1,0,49-72
Female,0,65,38.08,2475.2,0,1,38.074142439624666,0,0,49-72
Female,0,55,79.1,4350.5,0,1,79.08562079621888,0,0,49-72
Male,0,57,28.97,1651.29,0,1,28.964918435362218,0,0,49-72
Female,0,71,93.39,6630.69,0,1,93.37684833122094,1,0,49-72
Female,0,26,119.48,3106.48,1,1,119.43406382160707,1,0,25-48
Male,1,12,101.91,1222.92,1,0,101.82514571190676,1,1,0-12
Female,0,71,75.57,5365.469999999999,1,1,75.55935783692436,0,0,49-72
Male,0,46,68.47,3149.62,0,1,68.45511845251032,0,0,25-48
Female,0,47,103.5,4864.5,0,1,103.47798340778559,1,0,25-48
Male,1,38,113.6,4316.8,0,1,113.57011312812419,1,1,25-48
Male,0,21,118.92,2497.32,0,0,118.86339838172299,1,0,13-24
Male,0,14,59.65,835.1,0,0,59.60742326909351,0,0,13-24
Male,0,2,119.09,238.18,0,0,118.49751243781097,1,0,0-12
Female,0,70,35.59,2491.3,1,1,35.5849164405085,0,0,49-72
Male,0,33,45.35,1496.55,1,1,45.33626173886701,0,0,25-48
Female,0,6,28.9,173.39999999999998,0,0,28.851913477537433,0,0,0-12
Male,0,37,47.17,1745.29,0,1,47.157254796001084,0,0,25-48
Male,0,14,96.79,1355.0600000000002,0,0,96.72091363311921,1,0,13-24
Male,0,37,105.29,3895.73,0,1,105.2615509321805,1,0,25-48
Female,0,8,97.89,783.12,0,0,97.76779026217228,1,0,0-12
Male,0,13,83.11,1080.43,0,0,83.04611837048425,0,0,13-24
Female,0,40,71.4,2856.0,0,1,71.38215446138466,0,0,25-48
Female,1,58,90.87,5270.46,0,1,90.85433545940356,1,1,49-72
Female,1,18,59.08,1063.44,1,0,59.047196002220986,0,0,13-24
Female,1,57,104.13,5935.41,1,1,104.11173478337133,1,1,49-72
Female,0,38,87.72,3333.36,1,1,87.69692186266772,0,0,25-48
Female,0,32,89.78,2872.96,0,1,89.75195251483912,0,0,25-48
Female,0,66,73.59,4856.9400000000005,0,1,73.578851689138,0,0,49-72
Female,0,25,108.52,2713.0,1,1,108.47660935625748,1,0,25-48
Female,0,58,45.2,2621.6000000000004,0,1,45.19220823995864,0,0,49-72
Male,0,33,58.11,1917.63,0,1,58.09239624356256,0,0,25-48
Male,0,66,97.76,6452.160000000001,0,1,97.74519012270868,1,0,49-72
Male,0,30,69.27,2078.1,0,1,69.24691769410195,0,0,25-48
Male,0,34,108.92,3703.28,0,1,108.88797412525729,1,0,25-48
Male,1,69,54.64,3770.16,0,1,54.63208230691203,0,0,49-72
Female,0,48,56.93,2732.64,0,1,56.918142053738805,0,0,25-48
Female,0,40,108.87,4354.8,0,1,108.84278930267435,1,0,25-48
Female,1,51,66.44,3388.44,1,1,66.426975102921,0,0,49-72
Female,0,13,71.61,930.93,0,0,71.55495772482705,0,0,13-24
Female,0,31,53.28,1651.68,1,1,53.26281844566269,0,0,25-48
Female,0,39,47.67,1859.13,0,1,47.6577800563958,0,0,25-48
Female,0,63,85.59,5392.17,0,1,85.57641644183464,0,0,49-72
Male,1,48,31.98,1535.04,0,1,31.973338887731725,0,0,25-48
Male,0,48,107.93,5180.64,0,1,107.90751926681942,1,0,25-48
Male,0,61,97.92,5973.12,1,1,97.90395017210294,1,0,49-72
Male,0,12,39.07,468.84,0,0,39.037468776019985,0,0,0-12
Female,0,56,89.4,5006.400000000001,0,1,89.38403856454205,0,0,49-72
Female,1,18,80.26,1444.68,0,0,80.21543586896169,0,0,13-24
Female,0,27,38.45,1038.15,0,1,38.43576453165495,0,0,25-48
Male,0,28,47.32,1324.96,1,1,47.303106033559445,0,0,25-48
Female,0,52,60.9,3166.8,1,1,60.888290713324366,0,0,49-72
Female,0,16,89.92,1438.72,0,0,89.86383510306058,0,0,13-24
Female,1,58,83.87,4864.46,1,1,83.85554214790554,0,0,49-72
Male,0,9,73.22,658.98,1,0,73.13873473917869,0,0,0-12
Female,0,26,96.84,2517.84,0,1,96.80276816608996,1,0,25-48
Male,0,28,95.79,2682.1200000000003,0,1,95.75580149946448,1,0,25-48
Male,0,36,81.79,2944.44,0,1,81.7672868647598,0,0,25-48
Male,0,9,98.7,888.3000000000001,0,0,98.59045504994451,1,0,0-12
Male,1,47,53.43,2511.21,0,1,53.418634333120615,0,0,25-48
Female,0,51,108.12,5514.12,1,1,108.09880415604783,1,0,49-72
Male,1,57,81.49,4644.929999999999,0,1,81.47570601648833,0,0,49-72
Male,0,32,102.24,3271.68,0,1,102.20805998125586,1,0,25-48
Female,0,67,74.63,5000.21,1,1,74.61886285629011,0,0,49-72
Female,0,57,41.84,2384.88,0,1,41.832660936677776,0,0,49-72
Male,0,54,74.24,4008.96,0,1,74.22625439733383,0,0,49-72
Female,1,16,57.11,913.76,0,0,57.07432854465958,0,0,13-24
Male,0,62,89.75,5564.5,1,1,89.73552652797936,0,0,49-72
Male,0,56,67.58,3784.48,0,1,67.56793429744688,0,0,49-72
Male,0,23,103.61,2383.03,0,0,103.56497175141243,1,0,13-24
Male,0,17,87.81,1492.77,0,0,87.75837742504409,0,0,13-24
Female,0,38,88.45,3361.1,0,1,88.42672980794528,0,0,25-48
Male,0,30,41.72,1251.6,0,1,41.70609796734421,0,0,25-48
Female,0,58,118.42,6868.36,0,1,118.39958627822789,1,0,49-72
Female,0,22,104.17,2291.74,0,0,104.12267151294864,1,0,13-24
Female,0,17,98.9,1681.3000000000002,1,0,98.84185773074663,1,0,13-24
Female,0,15,53.02,795.3000000000001,1,0,52.98467688207862,0,0,13-24
Male,0,48,73.56,3530.88,0,1,73.54467819204334,0,0,25-48
Female,0,32,33.71,1078.72,0,1,33.69946891596376,0,0,25-48
Male,1,40,73.85,2954.0,0,1,73.83154211447139,0,0,25-48
Female,0,57,34.59,1971.63,0,1,34.5839326433959,0,0,49-72
Female,0,58,75.3,4367.4,1,1,75.2870194794001,0,0,49-72
Male,0,16,84.87,1357.92,1,0,84.81698938163647,0,0,13-24
Male,0,28,59.02,1652.5600000000002,0,1,58.998928953945025,0,0,25-48
Male,0,1,69.85,69.85,0,0,69.15841584158416,0,0,0-12
Female,0,41,107.57,4410.37,0,1,107.54376981224092,1,0,25-48
Female,0,48,30.86,1481.28,0,1,30.85357217246407,0,0,25-48
Male,0,31,99.17,3074.27,0,1,99.13801999355046,1,0,25-48
Male,0,36,37.08,1334.88,1,1,37.06970286031658,0,0,25-48
Male,1,33,23.67,781.11,0,1,23.662829445622542,0,0,25-48
Male,1,33,38.56,1272.48,0,1,38.54831869130567,0,0,25-48
Female,0,23,96.5,2219.5,0,0,96.458061712299,1,0,13-24
Male,0,60,60.51,3630.6,1,1,60.49991668055324,0,0,49-72
Male,1,30,107.25,3217.5,0,1,107.21426191269576,1,1,25-48
Male,0,45,72.47,3261.15,0,1,72.4538991335259,0,0,25-48
Male,1,39,22.23,866.97,1,1,22.224301461163805,0,0,25-48
Female,0,45,91.67,4125.15,0,1,91.64963341479671,1,0,25-48
Male,1,12,31.02,372.24,0,0,30.994171523730227,0,0,0-12
Female,0,32,98.94,3166.08,1,1,98.9090909090909,1,0,25-48
Male,1,56,36.81,2061.36,0,1,36.80342795929299,0,0,49-72
Male,0,24,54.54,1308.96,0,1,54.51728446480633,0,0,13-24
Female,0,13,96.13,1249.69,0,0,96.05611068408916,1,0,13-24
Male,1,20,115.42,2308.4,0,0,115.3623188405797,1,1,13-24
Female,0,56,57.14,3199.84,0,1,57.12979825031245,0,0,49-72
Female,0,53,102.94,5455.82,1,1,102.92058102244859,1,0,49-72
Male,0,68,39.08,2657.44,1,1,39.07425378620791,0,0,49-72
Female,0,54,100.72,5438.88,1,1,100.70135160155527,1,0,49-72
Female,1,34,85.75,2915.5,0,1,85.7247868274037,0,0,25-48
Female,0,28,39.27,1099.5600000000002,0,1,39.25598000714031,0,0,25-48
Female,0,50,50.25,2512.5,1,1,50.239952009598085,0,0,49-72
Female,0,2,33.18,66.36,0,0,33.01492537313433,0,0,0-12
Female,0,26,58.3,1515.8,0,1,58.27758554402153,0,0,25-48
Female,0,51,40.36,2058.36,1,1,40.35208782591649,0,0,49-72
Female,0,47,84.4,3966.8,0,1,84.38204637311212,0,0,25-48
Male,0,26,119.45,3105.7000000000003,0,1,119.40407535563246,1,0,25-48
Male,1,61,21.2,1293.2,0,1,21.19652515980987,0,0,49-72
Female,0,23,74.09,1704.0700000000002,0,0,74.05780095610605,0,0,13-24
Male,0,37,77.37,2862.69,0,1,77.34909483923265,0,0,25-48
Female,1,41,111.42,4568.22,0,1,111.39283101682517,1,1,25-48
Female,0,52,70.6,3671.2,0,1,70.58642568736781,0,0,49-72
Male,1,49,74.37,3644.13,0,1,74.35482554580699,0,0,49-72
Female,0,27,67.17,1813.59,0,1,67.14513143280266,0,0,25-48
Female,1,6,46.89,281.34000000000003,1,0,46.81198003327788,0,0,0-12
Female,0,66,25.6,1689.6,0,1,25.59612179972731,0,0,49-72
Female,1,24,60.87,1460.88,0,1,60.844648063306956,0,0,13-24
Male,0,38,25.26,959.88,1,1,25.253354380426206,0,0,25-48
Female,0,28,75.05,2101.4,0,1,75.0232059978579,0,0,25-48
Female,0,28,50.73,1420.4399999999998,1,1,50.71188861121027,0,0,25-48
Female,0,66,73.36,4841.76,0,1,73.34888653234358,0,0,49-72
Male,0,61,33.43,2039.23,1,1,33.42452057039829,0,0,49-72
Female,0,46,113.26,5209.96,1,1,113.2353836122582,1,0,25-48
Male,0,69,109.45,7552.05,0,1,109.43413997971308,1,0,49-72
Male,0,43,39.0,1677.0,0,1,38.990932341315975,0,0,25-48
Female,0,59,54.34,3206.0600000000004,1,1,54.33079139128962,0,0,49-72
Female,0,2,81.35,162.7,0,0,80.9452736318408,0,0,0-12
Male,0,15,29.57,443.55,0,0,29.550299800133246,0,0,13-24
Female,0,37,55.46,2052.02,0,1,55.445014860848424,0,0,25-48
Male,0,71,45.11,3202.81,0,1,45.10364737360935,0,0,49-72
Male,0,20,111.55,2231.0,1,0,111.49425287356321,1,0,13-24
Female,0,35,105.25,3683.75,0,1,105.2199371608112,1,0,25-48
Female,0,34,77.98,2651.32,1,1,77.95707144957366,0,0,25-48
Male,1,31,72.03,2232.93,1,1,72.00677200902933,0,0,25-48
Male,0,19,113.07,2148.33,0,0,113.0105207785376,1,0,13-24
Male,0,68,113.24,7700.32,0,1,113.22334950742537,1,0,49-72
Male,0,24,116.93,2806.32,0,1,116.88129945855893,1,0,13-24
Female,0,39,32.54,1269.06,0,1,32.531658549089975,0,0,25-48
Female,0,54,36.06,1947.24,0,1,36.05332345861878,0,0,49-72
Female,0,39,87.67,3419.13,0,1,87.64752627531404,0,0,25-48
Female,0,17,74.14,1260.38,0,0,74.09641387419165,0,0,13-24
Female,0,19,21.85,415.15,0,0,21.838506049447655,0,0,13-24
Male,0,48,26.2,1257.6,0,1,26.194542803582586,0,0,25-48
Female,0,35,108.81,3808.35,0,1,108.7789203084833,1,0,25-48
Female,0,32,106.89,3420.48,0,1,106.85660731021557,1,0,25-48
Female,0,47,55.73,2619.31,0,1,55.71814507551585,0,0,25-48
Female,1,47,109.11,5128.17,0,1,109.08679004467135,1,1,25-48
Female,0,64,79.37,5079.68,0,1,79.35760037494141,0,0,49-72
Male,0,46,100.59,4627.14,0,1,100.56813736144318,1,0,25-48
Male,1,35,62.74,2195.9,0,1,62.72207940588404,0,0,25-48
Male,0,17,31.34,532.78,0,0,31.32157554379776,0,0,13-24
Female,0,42,63.37,2661.54,0,1,63.354915496310404,0,0,25-48
Male,0,29,65.73,1906.17,0,1,65.70734229576009,0,0,25-48
Male,1,70,75.09,5256.3,0,1,75.07927438937294,0,0,49-72
Female,0,17,30.56,519.52,0,0,30.54203409758965,0,0,13-24
Female,0,14,119.14,1667.96,0,0,119.05496074232691,1,0,13-24
Female,0,24,44.41,1065.84,0,1,44.39150354019158,0,0,13-24
Male,1,57,39.86,2272.02,1,1,39.85300824416769,0,0,49-72
Male,0,50,72.68,3634.000000000001,1,1,72.6654669066187,0,0,49-72
Female,0,57,73.72,4202.04,0,1,73.70706893527452,0,0,49-72
Female,1,61,63.98,3902.78,0,1,63.969513194558274,0,0,49-72
Male,0,39,97.19,3790.41,0,1,97.16508587541657,1,0,25-48
Male,0,55,71.67,3941.85,1,1,71.65697145973459,0,0,49-72
Female,0,36,80.97,2914.92,0,1,80.94751457928353,0,0,25-48
Female,0,37,92.37,3417.69,0,1,92.34504188057282,1,0,25-48
Male,1,14,22.5,315.0,0,0,22.483940042826553,0,0,13-24
Female,0,27,77.06,2080.62,0,1,77.03146982599037,0,0,25-48
Male,1,31,108.42,3361.02,0,1,108.38503708481134,1,1,25-48
Male,0,44,21.74,956.56,0,1,21.735060213587822,0,0,25-48
Male,0,68,60.52,4115.360000000001,0,1,60.51110130863109,0,0,49-72
Male,1,48,112.62,5405.76,0,1,112.59654238700271,1,1,25-48
Female,0,57,55.32,3153.24,0,1,55.31029643922119,0,0,49-72
Female,0,22,65.87,1449.14,0,0,65.84007269422989,0,0,13-24
Male,0,4,118.15,472.6,1,0,117.85536159600998,1,0,0-12
Male,1,46,39.93,1836.78,0,1,39.92132145185829,0,0,25-48
Male,0,59,26.53,1565.27,0,1,26.52550415183867,0,0,49-72
Male,0,34,105.94,3601.96,0,1,105.90885033813585,1,0,25-48
Male,0,11,106.85,1175.35,0,0,106.75295186194369,1,0,0-12
Female,0,31,67.21,2083.51,1,1,67.18832634633989,0,0,25-48
Female,0,11,71.42,785.62,0,0,71.35513169845595,0,0,0-12
Female,0,56,103.58,5800.48,0,1,103.56150687377253,1,0,49-72
Female,0,38,93.86,3566.68,0,1,93.83530649828992,1,0,25-48
Male,0,21,46.51,976.71,0,0,46.4878629224179,0,0,13-24
Male,0,10,21.69,216.9,0,0,21.66833166833167,0,0,0-12
Male,1,26,67.97,1767.22,0,1,67.9438677431757,0,0,25-48
Male,0,8,105.89,847.12,0,0,105.7578027465668,1,0,0-12
Male,1,8,109.58,876.64,1,0,109.44319600499377,1,1,0-12
Female,0,60,115.62,6937.200000000001,0,1,115.6007332111315,1,0,49-72
Male,0,34,107.96,3670.64,0,1,107.9282563951779,1,0,25-48
Female,1,16,78.0,1248.0,1,0,77.95128044971892,0,0,13-24
Female,0,13,64.46,837.9799999999999,0,0,64.41045349730976,0,0,13-24
Female,0,22,97.48,2144.56,0,0,97.43571104043616,1,0,13-24
Female,1,27,93.98,2537.46,0,1,93.94520547945206,1,1,25-48
Male,0,64,73.81,4723.84,1,1,73.79846898922042,0,0,49-72
Female,0,2,28.73,57.46,0,0,28.58706467661692,0,0,0-12
Female,0,26,112.61,2927.86,0,1,112.56670511341791,1,0,25-48
Female,0,69,65.56,4523.64,1,1,65.55049992754674,0,0,49-72
Male,0,30,56.33,1689.9,0,1,56.31122959013662,0,0,25-48
Male,0,8,82.96,663.68,0,0,82.85642946317103,0,0,0-12
Male,0,38,87.38,3320.44,1,1,87.35701131281242,0,0,25-48
Female,0,61,41.07,2505.27,0,1,41.0632683166694,0,0,49-72
Female,0,65,103.69,6739.849999999999,0,1,103.67405014613135,1,0,49-72
Male,0,67,48.99,3282.33,0,1,48.982689150873,0,0,49-72
Female,0,46,38.67,1778.8200000000002,1,1,38.6615953053684,0,0,25-48
Male,0,43,60.64,2607.52,0,1,60.62590095326669,0,0,25-48
Male,0,59,93.06,5490.54,0,1,93.04422979156075,1,0,49-72
Female,0,46,116.55,5361.3,0,1,116.52466855031516,1,0,25-48
Female,0,35,100.93,3532.55,1,1,100.90117109397316,1,0,25-48
Female,0,39,114.03,4447.17,0,1,114.00076903358114,1,0,25-48
Female,1,51,34.06,1737.0600000000002,0,1,34.05332287786709,0,0,49-72
Male,0,4,27.12,108.48,1,0,27.052369077306736,0,0,0-12
Male,0,51,75.77,3864.27,0,1,75.75514604979416,0,0,49-72
Male,0,5,49.03,245.15,0,0,48.93213572854292,0,0,0-12
Male,0,55,102.81,5654.55,1,1,102.79131067078714,1,0,49-72
Male,1,20,87.2,1744.0,0,0,87.15642178910544,0,0,13-24
Female,1,24,117.07,2809.68,0,1,117.02124114952102,1,1,13-24
Male,0,36,45.48,1637.28,1,1,45.467370174951405,0,0,25-48
Male,0,34,68.58,2331.72,0,1,68.55983534254631,0,0,25-48
Male,1,54,70.12,3786.480000000001,0,1,70.10701721903354,0,0,49-72
Female,1,34,43.92,1493.28,0,1,43.90708615113202,0,0,25-48
Female,0,17,79.01,1343.17,0,0,78.96355085243974,0,0,13-24
Female,0,5,64.33,321.65,0,0,64.20159680638723,0,0,0-12
