customerID,gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
CUST-2489,Male,0,44,52.83,2324.52,Yes
CUST-2490,Male,1,67,107.0,7169.0,No
CUST-2491,Male,0,68,94.63,6434.84,No
CUST-2492,Female,0,62,41.9,2597.7999999999997,No
CUST-2493,Female,0,1,27.19,27.19,No
CUST-2494,Male,0,17,91.57,1556.6899999999998,No
CUST-2495,Female,1,16,59.07,945.12,Yes
CUST-2496,Female,0,9,96.61,869.49,No
CUST-2497,Female,0,53,64.53,3420.09,No
CUST-2498,Male,1,59,54.6,3221.4,No
CUST-2499,Female,0,9,65.12,586.08,No
CUST-2500,Female,0,12,94.86,1138.32,Yes
CUST-2501,Male,0,41,110.22,4519.0199999999995,No
CUST-2502,Male,1,15,24.98,374.7,No
CUST-2503,Female,0,66,72.41,4779.0599999999995,No
CUST-2504,Female,1,11,23.28,256.08000000000004,No
CUST-2505,Male,0,8,66.84,534.72,Yes
CUST-2506,Male,0,55,108.53,5969.15,No
CUST-2507,Female,1,6,56.16,336.96,No
CUST-2508,Female,0,53,113.25,6002.25,No
CUST-2509,Female,0,20,83.06,1661.2,No
CUST-2510,Female,0,39,113.42,4423.38,No
CUST-2511,Male,0,34,95.72,3254.48,Yes
CUST-2512,Female,0,57,30.34,1729.3799999999999,No
CUST-2513,Female,0,19,43.12,819.28,No
CUST-2514,Male,0,71,59.42,4218.82,No
CUST-2515,Female,0,31,37.01,1147.31,No
CUST-2516,Male,0,40,69.49,2779.6,No
CUST-2517,Female,0,14,67.14,939.96,Yes
CUST-2518,Female,0,37,115.63,4278.3099999999995,Yes
CUST-2519,Male,1,44,63.37,2788.2799999999997,No
CUST-2520,Male,0,9,98.56,887.04,No
CUST-2521,Female,0,58,114.19,6623.0199999999995,No
CUST-2522,Female,1,20,107.7,2154.0,No
CUST-2523,Female,0,50,40.87,2043.4999999999998,No
CUST-2524,Male,1,20,69.6,1392.0,No
CUST-2525,Female,0,36,54.77,1971.72,No
CUST-2526,Male,0,27,59.99,1619.73,No
CUST-2527,Male,0,32,56.08,1794.56,No
CUST-2528,Female,0,1,102.64,102.64,No
CUST-2529,Male,0,17,65.21,1108.57,No
CUST-2530,Female,0,9,72.37,651.33,No
CUST-2531,Female,0,45,118.24,5320.8,Yes
CUST-2532,Female,0,66,26.0,1716.0,No
CUST-2533,Female,0,32,68.8,2201.6,No
CUST-2534,Female,0,45,97.41,4383.45,Yes
CUST-2535,Male,0,9,35.12,316.08,No
CUST-2536,Male,0,30,81.15,2434.5,No
CUST-2537,Female,1,38,43.95,1670.1000000000001,No
CUST-2538,Female,0,60,106.74,6404.4,No
CUST-2539,Male,1,1,52.71,52.71,Yes
CUST-2540,Male,0,5,52.91,264.54999999999995,No
CUST-2541,Male,0,63,79.82,5028.66,No
CUST-2542,Male,0,36,38.36,1380.96,Yes
CUST-2543,Female,0,65,48.49,3151.85,Yes
CUST-2544,Female,0,24,61.66,1479.84,No
CUST-2545,Male,0,4,55.36,221.44,Yes
CUST-2546,Female,0,68,72.49,4929.32,No
CUST-2547,Male,0,25,79.96,1998.9999999999998,No
CUST-2548,Female,0,7,76.67,536.69,No
CUST-2549,Male,0,13,85.42,1110.46,No
CUST-2550,Female,0,68,50.77,3452.36,No
CUST-2551,Male,1,43,32.64,1403.52,Yes
CUST-2552,Male,0,57,96.08,5476.5599999999995,No
CUST-2553,Female,0,36,105.08,3782.88,No
CUST-2554,Male,0,14,45.7,639.8000000000001,No
CUST-2555,Female,0,27,60.71,1639.17,No
CUST-2556,Female,0,37,69.86,2584.82,No
CUST-2557,Male,0,71,73.33,5206.43,Yes
CUST-2558,Female,0,25,85.95,2148.75,No
CUST-2559,Female,0,67,24.16,1618.72,No
CUST-2560,Female,1,4,92.15,368.6,No
CUST-2561,Female,1,16,26.2,419.2,Yes
CUST-2562,Female,0,19,66.83,1269.77,Yes
CUST-2563,Male,0,29,102.77,2980.33,Yes
CUST-2564,Female,0,51,65.12,3321.1200000000003,No
CUST-2565,Female,0,18,34.91,628.3799999999999,No
CUST-2566,Female,0,58,118.5,6873.0,No
CUST-2567,Female,0,44,108.93,4792.92,No
CUST-2568,Female,1,16,97.13,1554.08,Yes
CUST-2569,Male,0,65,61.15,3974.75,No
CUST-2570,Female,0,2,38.38,76.76,No
CUST-2571,Male,0,56,114.14,6391.84,No
CUST-2572,Male,0,28,73.24,2050.72,No
CUST-2573,Male,0,65,105.24,6840.599999999999,No
CUST-2574,Male,1,5,54.21,271.05,No
CUST-2575,Female,0,22,53.53,1177.66,Yes
CUST-2576,Male,0,13,118.55,1541.1499999999999,No
CUST-2577,Male,0,65,72.18,4691.700000000001,Yes
CUST-2578,Female,0,16,34.07,545.12,No
CUST-2579,Female,0,64,41.97,2686.08,Yes
CUST-2580,Female,0,32,68.19,2182.08,No
CUST-2581,Male,0,51,24.25,1236.75,No
CUST-2582,Female,1,58,66.25,3842.5,No
CUST-2583,Female,0,46,61.89,2846.94,No
CUST-2584,Male,0,52,97.93,5092.360000000001,Yes
CUST-2585,Female,0,63,55.49,3495.8700000000003,No
CUST-2586,Female,0,60,118.25,7095.0,No
CUST-2587,Female,0,65,38.08,2475.2,No
CUST-2588,Female,0,55,79.1,4350.5,No
CUST-2589,Male,0,57,28.97,1651.29,No
CUST-2590,Female,0,71,93.39,6630.69,No
CUST-2591,Female,0,26,119.48,3106.48,Yes
CUST-2592,Male,1,12,101.91,1222.92,Yes
CUST-2593,Female,0,71,75.57,5365.469999999999,Yes
CUST-2594,Male,0,46,68.47,3149.62,No
CUST-2595,Female,0,47,103.5,4864.5,No
CUST-2596,Male,1,38,113.6,4316.8,No
CUST-2597,Male,0,21,118.92,2497.32,No
CUST-2598,Male,0,14,59.65,835.1,No
CUST-2599,Male,0,2,119.09,238.18,No
CUST-2600,Female,0,70,35.59,2491.3,Yes
CUST-2601,Male,0,33,45.35,1496.55,Yes
CUST-2602,Female,0,6,28.9,173.39999999999998,No
CUST-2603,Male,0,37,47.17,1745.29,No
CUST-2604,Male,0,14,96.79,1355.0600000000002,No
CUST-2605,Male,0,37,105.29,3895.73,No
CUST-2606,Female,0,8,97.89,783.12,No
CUST-2607,Male,0,13,83.11,1080.43,No
CUST-2608,Female,0,40,71.4,2856.0,No
CUST-2609,Female,1,58,90.87,5270.46,No
CUST-2610,Female,1,18,59.08,1063.44,Yes
CUST-2611,Female,1,57,104.13,5935.41,Yes
CUST-2612,Female,0,38,87.72,3333.36,Yes
CUST-2613,Female,0,32,89.78,2872.96,No
CUST-2614,Female,0,66,73.59,4856.9400000000005,No
CUST-2615,Female,0,25,108.52,2713.0,Yes
CUST-2616,Female,0,58,45.2,2621.6000000000004,No
CUST-2617,Male,0,33,58.11,1917.6299999999999,No
CUST-2618,Male,0,66,97.76,6452.160000000001,No
CUST-2619,Male,0,30,69.27,2078.1,No
CUST-2620,Male,0,34,108.92,3703.28,No
CUST-2621,Male,1,69,54.64,3770.16,No
CUST-2622,Female,0,48,56.93,2732.64,No
CUST-2623,Female,0,40,108.87,4354.8,No
CUST-2624,Female,1,51,66.44,3388.44,Yes
CUST-2625,Female,0,13,71.61,930.93,No
CUST-2626,Female,0,31,53.28,1651.68,Yes
CUST-2627,Female,0,39,47.67,1859.13,No
CUST-2628,Female,0,63,85.59,5392.17,No
CUST-2629,Male,1,48,31.98,1535.04,No
CUST-2630,Male,0,48,107.93,5180.64,No
CUST-2631,Male,0,61,97.92,5973.12,Yes
CUST-2632,Male,0,12,39.07,468.84000000000003,No
CUST-2633,Female,0,56,89.4,5006.400000000001,No
CUST-2634,Female,1,18,80.26,1444.68,No
CUST-2635,Female,0,27,38.45,1038.15,No
CUST-2636,Male,0,28,47.32,1324.96,Yes
CUST-2637,Female,0,52,60.9,3166.7999999999997,Yes
CUST-2638,Female,0,16,89.92,1438.72,No
CUST-2639,Female,1,58,83.87,4864.46,Yes
CUST-2640,Male,0,9,73.22,658.98,Yes
CUST-2641,Female,0,26,96.84,2517.84,No
CUST-2642,Male,0,28,95.79,2682.1200000000003,No
CUST-2643,Male,0,36,81.79,2944.44,No
CUST-2644,Male,0,9,98.7,888.3000000000001,No
CUST-2645,Male,1,47,53.43,2511.21,No
CUST-2646,Female,0,51,108.12,5514.12,Yes
CUST-2647,Male,1,57,81.49,4644.929999999999,No
CUST-2648,Male,0,32,102.24,3271.68,No
CUST-2649,Female,0,67,74.63,5000.21,Yes
CUST-2650,Female,0,57,41.84,2384.88,No
CUST-2651,Male,0,54,74.24,4008.9599999999996,No
CUST-2652,Female,1,16,57.11,913.76,No
CUST-2653,Male,0,62,89.75,5564.5,Yes
CUST-2654,Male,0,56,67.58,3784.48,No
CUST-2655,Male,0,23,103.61,2383.03,No
CUST-2656,Male,0,17,87.81,1492.77,No
CUST-2657,Female,0,38,88.45,3361.1,No
CUST-2658,Male,0,30,41.72,1251.6,No
CUST-2659,Female,0,58,118.42,6868.36,No
CUST-2660,Female,0,22,104.17,2291.7400000000002,No
CUST-2661,Female,0,17,98.9,1681.3000000000002,Yes
CUST-2662,Female,0,15,53.02,795.3000000000001,Yes
CUST-2663,Male,0,48,73.56,3530.88,No
CUST-2664,Female,0,32,33.71,1078.72,No
CUST-2665,Male,1,40,73.85,2954.0,No
CUST-2666,Female,0,57,34.59,1971.63,No
CUST-2667,Female,0,58,75.3,4367.4,Yes
CUST-2668,Male,0,16,84.87,1357.92,Yes
CUST-2669,Male,0,28,59.02,1652.5600000000002,No
CUST-2670,Male,0,1,69.85,69.85,No
CUST-2671,Female,0,41,107.57,4410.37,No
CUST-2672,Female,0,48,30.86,1481.28,No
CUST-2673,Male,0,31,99.17,3074.27,No
CUST-2674,Male,0,36,37.08,1334.8799999999999,Yes
CUST-2675,Male,1,33,23.67,781.11,No
CUST-2676,Male,1,33,38.56,1272.48,No
CUST-2677,Female,0,23,96.5,2219.5,No
CUST-2678,Male,0,60,60.51,3630.6,Yes
CUST-2679,Male,1,30,107.25,3217.5,No
CUST-2680,Male,0,45,72.47,3261.15,No
CUST-2681,Male,1,39,22.23,866.97,Yes
CUST-2682,Female,0,45,91.67,4125.15,No
CUST-2683,Male,1,12,31.02,372.24,No
CUST-2684,Female,0,32,98.94,3166.08,Yes
CUST-2685,Male,1,56,36.81,2061.36,No
CUST-2686,Male,0,24,54.54,1308.96,No
CUST-2687,Female,0,13,96.13,1249.69,No
CUST-2688,Male,1,20,115.42,2308.4,No
CUST-2689,Female,0,56,57.14,3199.84,No
CUST-2690,Female,0,53,102.94,5455.82,Yes
CUST-2691,Male,0,68,39.08,2657.44,Yes
CUST-2692,Female,0,54,100.72,5438.88,Yes
CUST-2693,Female,1,34,85.75,2915.5,No
CUST-2694,Female,0,28,39.27,1099.5600000000002,No
CUST-2695,Female,0,50,50.25,2512.5,Yes
CUST-2696,Female,0,2,33.18,66.36,No
CUST-2697,Female,0,26,58.3,1515.8,No
CUST-2698,Female,0,51,40.36,2058.36,Yes
CUST-2699,Female,0,47,84.4,3966.8,No
CUST-2700,Male,0,26,119.45,3105.7000000000003,No
CUST-2701,Male,1,61,21.2,1293.2,No
CUST-2702,Female,0,23,74.09,1704.0700000000002,No
CUST-2703,Male,0,37,77.37,2862.69,No
CUST-2704,Female,1,41,111.42,4568.22,No
CUST-2705,Female,0,52,70.6,3671.2,No
CUST-2706,Male,1,49,74.37,3644.13,No
CUST-2707,Female,0,27,67.17,1813.5900000000001,No
CUST-2708,Female,1,6,46.89,281.34000000000003,Yes
CUST-2709,Female,0,66,25.6,1689.6000000000001,No
CUST-2710,Female,1,24,60.87,1460.8799999999999,No
CUST-2711,Male,0,38,25.26,959.8800000000001,Yes
CUST-2712,Female,0,28,75.05,2101.4,No
CUST-2713,Female,0,28,50.73,1420.4399999999998,Yes
CUST-2714,Female,0,66,73.36,4841.76,No
CUST-2715,Male,0,61,33.43,2039.23,Yes
CUST-2716,Female,0,46,113.26,5209.96,Yes
CUST-2717,Male,0,69,109.45,7552.05,No
CUST-2718,Male,0,43,39.0,1677.0,No
CUST-2719,Female,0,59,54.34,3206.0600000000004,Yes
CUST-2720,Female,0,2,81.35,162.7,No
CUST-2721,Male,0,15,29.57,443.55,No
CUST-2722,Female,0,37,55.46,2052.02,No
CUST-2723,Male,0,71,45.11,3202.81,No
CUST-2724,Male,0,20,111.55,2231.0,Yes
CUST-2725,Female,0,35,105.25,3683.75,No
CUST-2726,Female,0,34,77.98,2651.32,Yes
CUST-2727,Male,1,31,72.03,2232.93,Yes
CUST-2728,Male,0,19,113.07,2148.33,No
CUST-2729,Male,0,68,113.24,7700.32,No
CUST-2730,Male,0,24,116.93,2806.32,No
CUST-2731,Female,0,39,32.54,1269.06,No
CUST-2732,Female,0,54,36.06,1947.2400000000002,No
CUST-2733,Female,0,39,87.67,3419.13,No
CUST-2734,Female,0,17,74.14,1260.38,No
CUST-2735,Female,0,19,21.85,415.15000000000003,No
CUST-2736,Male,0,48,26.2,1257.6,No
CUST-2737,Female,0,35,108.81,3808.35,No
CUST-2738,Female,0,32,106.89,3420.48,No
CUST-2739,Female,0,47,55.73,2619.31,No
CUST-2740,Female,1,47,109.11,5128.17,No
CUST-2741,Female,0,64,79.37,5079.68,No
CUST-2742,Male,0,46,100.59,4627.14,No
CUST-2743,Male,1,35,62.74,2195.9,No
CUST-2744,Male,0,17,31.34,532.78,No
CUST-2745,Female,0,42,63.37,2661.54,No
CUST-2746,Male,0,29,65.73,1906.17,No
CUST-2747,Male,1,70,75.09,5256.3,No
CUST-2748,Female,0,17,30.56,519.52,No
CUST-2749,Female,0,14,119.14,1667.96,No
CUST-2750,Female,0,24,44.41,1065.84,No
CUST-2751,Male,1,57,39.86,2272.02,Yes
CUST-2752,Male,0,50,72.68,3634.0000000000005,Yes
CUST-2753,Female,0,57,73.72,4202.04,No
CUST-2754,Female,1,61,63.98,3902.7799999999997,No
CUST-2755,Male,0,39,97.19,3790.41,No
CUST-2756,Male,0,55,71.67,3941.85,Yes
CUST-2757,Female,0,36,80.97,2914.92,No
CUST-2758,Female,0,37,92.37,3417.69,No
CUST-2759,Male,1,14,22.5,315.0,No
CUST-2760,Female,0,27,77.06,2080.62,No
CUST-2761,Male,1,31,108.42,3361.02,No
CUST-2762,Male,0,44,21.74,956.56,No
CUST-2763,Male,0,68,60.52,4115.360000000001,No
CUST-2764,Male,1,48,112.62,5405.76,No
CUST-2765,Female,0,57,55.32,3153.2400000000002,No
CUST-2766,Female,0,22,65.87,1449.14,No
CUST-2767,Male,0,4,118.15,472.6,Yes
CUST-2768,Male,1,46,39.93,1836.78,No
CUST-2769,Male,0,59,26.53,1565.27,No
CUST-2770,Male,0,34,105.94,3601.96,No
CUST-2771,Male,0,11,106.85,1175.35,No
CUST-2772,Female,0,31,67.21,2083.5099999999998,Yes
CUST-2773,Female,0,11,71.42,785.62,No
CUST-2774,Female,0,56,103.58,5800.48,No
CUST-2775,Female,0,38,93.86,3566.68,No
CUST-2776,Male,0,21,46.51,976.7099999999999,No
CUST-2777,Male,0,10,21.69,216.9,No
CUST-2778,Male,1,26,67.97,1767.22,No
CUST-2779,Male,0,8,105.89,847.12,No
CUST-2780,Male,1,8,109.58,876.64,Yes
CUST-2781,Female,0,60,115.62,6937.200000000001,No
CUST-2782,Male,0,34,107.96,3670.64,No
CUST-2783,Female,1,16,78.0,1248.0,Yes
CUST-2784,Female,0,13,64.46,837.9799999999999,No
CUST-2785,Female,0,22,97.48,2144.56,No
CUST-2786,Female,1,27,93.98,2537.46,No
CUST-2787,Male,0,64,73.81,4723.84,Yes
CUST-2788,Female,0,2,28.73,57.46,No
CUST-2789,Female,0,26,112.61,2927.86,No
CUST-2790,Female,0,69,65.56,4523.64,Yes
CUST-2791,Male,0,30,56.33,1689.8999999999999,No
CUST-2792,Male,0,8,82.96,663.68,No
CUST-2793,Male,0,38,87.38,3320.4399999999996,Yes
CUST-2794,Female,0,61,41.07,2505.27,No
CUST-2795,Female,0,65,103.69,6739.849999999999,No
CUST-2796,Male,0,67,48.99,3282.33,No
CUST-2797,Female,0,46,38.67,1778.8200000000002,Yes
CUST-2798,Male,0,43,60.64,2607.52,No
CUST-2799,Male,0,59,93.06,5490.54,No
CUST-2800,Female,0,46,116.55,5361.3,No
CUST-2801,Female,0,35,100.93,3532.55,Yes
CUST-2802,Female,0,39,114.03,4447.17,No
CUST-2803,Female,1,51,34.06,1737.0600000000002,No
CUST-2804,Male,0,4,27.12,108.48,Yes
CUST-2805,Male,0,51,75.77,3864.27,No
CUST-2806,Male,0,5,49.03,245.15,No
CUST-2807,Male,0,55,102.81,5654.55,Yes
CUST-2808,Male,1,20,87.2,1744.0,No
CUST-2809,Female,1,24,117.07,2809.68,No
CUST-2810,Male,0,36,45.48,1637.28,Yes
CUST-2811,Male,0,34,68.58,2331.72,No
CUST-2812,Male,1,54,70.12,3786.4800000000005,No
CUST-2813,Female,1,34,43.92,1493.28,No
CUST-2814,Female,0,17,79.01,1343.17,No
CUST-2815,Female,0,5,64.33,321.65,No
CUST-2816,Female,0,18,64.67,1164.06,No
CUST-2817,Male,1,55,56.27,3094.8500000000004,No
CUST-2818,Male,0,53,21.69,1149.5700000000002,No
CUST-2819,Female,0,50,72.21,3610.4999999999995,No
CUST-2820,Female,0,45,53.52,2408.4,No
CUST-2821,Male,0,13,20.13,261.69,No
CUST-2822,Male,0,16,50.79,812.64,No
CUST-2823,Female,1,13,47.86,622.18,No
CUST-2824,Female,0,20,59.34,1186.8000000000002,No
CUST-2825,Female,0,66,33.19,2190.54,No
CUST-2826,Female,0,47,70.77,3326.1899999999996,Yes
CUST-2827,Male,0,19,89.24,1695.56,No
CUST-2828,Male,0,45,83.02,3735.8999999999996,No
CUST-2829,Male,0,37,100.38,3714.06,No
CUST-2830,Female,0,54,65.2,3520.8,No
CUST-2831,Female,0,6,71.91,431.46,No
CUST-2832,Male,0,14,101.04,1414.5600000000002,No
CUST-2833,Male,0,4,62.77,251.08,No
CUST-2834,Male,1,55,90.16,4958.8,No
CUST-2835,Male,1,34,63.46,2157.64,Yes
CUST-2836,Female,0,27,61.77,1667.7900000000002,No
CUST-2837,Male,0,7,96.02,672.14,No
CUST-2838,Male,1,3,37.48,112.44,Yes
CUST-2839,Male,0,47,53.86,2531.42,No
CUST-2840,Male,1,2,42.42,84.84,No
CUST-2841,Male,1,25,55.91,1397.75,No
CUST-2842,Male,0,60,43.04,2582.4,No
CUST-2843,Male,0,24,77.94,1870.56,No
CUST-2844,Female,1,15,99.82,1497.3,No
CUST-2845,Female,0,14,98.66,1381.24,Yes
CUST-2846,Female,0,54,56.45,3048.3,Yes
CUST-2847,Female,0,6,118.88,713.28,Yes
CUST-2848,Male,0,18,79.39,1429.02,Yes
CUST-2849,Female,0,20,59.94,1198.8,No
CUST-2850,Female,0,62,103.55,6420.099999999999,No
CUST-2851,Male,1,40,92.99,3719.6,Yes
CUST-2852,Male,0,39,94.93,3702.2700000000004,Yes
CUST-2853,Female,0,52,39.61,2059.72,No
CUST-2854,Female,0,32,66.83,2138.56,No
CUST-2855,Male,0,27,106.18,2866.86,No
CUST-2856,Female,0,52,70.4,3660.8,Yes
CUST-2857,Male,1,63,88.35,5566.049999999999,No
CUST-2858,Male,1,63,78.79,4963.77,No
CUST-2859,Male,0,17,104.24,1772.08,No
CUST-2860,Male,0,49,48.46,2374.54,No
CUST-2861,Female,0,23,77.55,1783.6499999999999,No
CUST-2862,Male,0,13,32.32,420.16,Yes
CUST-2863,Male,0,23,89.02,2047.4599999999998,No
CUST-2864,Female,0,57,93.2,5312.400000000001,No
CUST-2865,Male,1,62,24.28,1505.3600000000001,No
CUST-2866,Female,0,54,87.58,4729.32,No
CUST-2867,Female,0,20,61.47,1229.4,No
CUST-2868,Female,0,52,32.41,1685.3199999999997,No
CUST-2869,Male,0,23,61.99,1425.77,No
CUST-2870,Female,0,35,39.42,1379.7,No
CUST-2871,Female,0,67,61.56,4124.52,Yes
CUST-2872,Male,0,34,58.43,1986.62,No
CUST-2873,Female,0,33,93.84,3096.7200000000003,No
CUST-2874,Female,0,46,97.42,4481.32,Yes
CUST-2875,Female,0,45,80.7,3631.5,Yes
CUST-2876,Female,0,19,22.27,423.13,Yes
CUST-2877,Female,0,15,113.1,1696.5,No
CUST-2878,Male,1,66,88.62,5848.92,No
CUST-2879,Female,0,39,23.42,913.3800000000001,Yes
CUST-2880,Female,0,18,101.88,1833.84,No
CUST-2881,Male,0,70,40.03,2802.1,No
CUST-2882,Male,0,59,77.92,4597.28,No
CUST-2883,Male,0,32,66.66,2133.12,Yes
CUST-2884,Female,0,21,61.98,1301.58,No
CUST-2885,Male,0,40,108.97,4358.8,No
CUST-2886,Female,0,27,63.74,1720.98,No
CUST-2887,Female,1,2,27.53,55.06,No
CUST-2888,Male,0,39,114.66,4471.74,No
CUST-2889,Male,1,56,112.05,6274.8,No
CUST-2890,Female,0,13,88.44,1149.72,Yes
CUST-2891,Male,0,56,66.79,3740.2400000000002,Yes
CUST-2892,Female,1,66,29.29,1933.1399999999999,No
CUST-2893,Male,0,56,99.07,5547.92,Yes
CUST-2894,Male,0,28,27.55,771.4,Yes
CUST-2895,Male,0,64,26.86,1719.04,No
CUST-2896,Female,0,71,73.74,5235.54,No
CUST-2897,Male,0,64,36.01,2304.64,No
CUST-2898,Female,0,56,20.77,1163.12,No
CUST-2899,Female,1,41,62.31,2554.71,No
CUST-2900,Female,0,41,33.72,1382.52,Yes
CUST-2901,Female,1,4,36.05,144.2,Yes
CUST-2902,Male,1,57,27.69,1578.3300000000002,Yes
CUST-2903,Female,0,30,40.51,1215.3,Yes
CUST-2904,Female,0,46,91.55,4211.3,Yes
CUST-2905,Male,1,56,100.89,5649.84,No
CUST-2906,Female,1,31,65.25,2022.75,No
CUST-2907,Male,0,7,70.66,494.62,No
CUST-2908,Female,0,54,23.27,1256.58,No
CUST-2909,Male,0,8,26.93,215.44,No
CUST-2910,Female,0,55,45.76,2516.7999999999997,No
CUST-2911,Male,0,69,74.39,5132.91,Yes
CUST-2912,Female,0,44,93.96,4134.24,No
CUST-2913,Female,0,13,80.5,1046.5,No
CUST-2914,Male,0,20,59.21,1184.2,Yes
CUST-2915,Male,0,32,31.83,1018.56,No
CUST-2916,Male,0,60,98.08,5884.8,No
CUST-2917,Male,0,50,56.38,2819.0,Yes
CUST-2918,Female,0,27,93.61,2527.47,No
CUST-2919,Female,0,25,71.3,1782.5,No
CUST-2920,Male,0,52,93.87,4881.24,No
CUST-2921,Female,0,68,110.73,7529.64,No
CUST-2922,Male,1,21,112.1,2354.1,No
CUST-2923,Male,0,18,73.51,1323.18,No
CUST-2924,Female,0,39,71.15,2774.8500000000004,Yes
CUST-2925,Female,0,15,46.57,698.55,No
CUST-2926,Female,1,53,113.58,6019.74,No
CUST-2927,Female,0,38,65.79,2500.0200000000004,Yes
CUST-2928,Female,0,48,32.76,1572.48,No
CUST-2929,Female,0,52,63.27,3290.04,No
CUST-2930,Female,0,28,32.71,915.88,Yes
CUST-2931,Male,0,16,70.25,1124.0,No
CUST-2932,Male,0,16,76.13,1218.08,Yes
CUST-2933,Male,0,35,53.78,1882.3,No
CUST-2934,Male,0,17,27.17,461.89000000000004,No
CUST-2935,Male,0,52,114.35,5946.2,Yes
CUST-2936,Female,0,12,97.34,1168.08,No
CUST-2937,Male,1,48,103.89,4986.72,No
CUST-2938,Male,0,22,56.69,1247.1799999999998,No
CUST-2939,Male,1,49,96.08,4707.92,Yes
CUST-2940,Male,0,52,68.54,3564.0800000000004,Yes
CUST-2941,Male,0,1,40.11,40.11,No
CUST-2942,Male,0,66,32.44,2141.04,No
CUST-2943,Male,1,64,54.51,3488.64,No
CUST-2944,Female,0,8,33.76,270.08,No
CUST-2945,Female,0,25,119.83,2995.75,No
CUST-2946,Male,0,66,24.92,1644.72,No
CUST-2947,Female,0,70,64.11,4487.7,Yes
CUST-2948,Female,0,51,65.21,3325.7099999999996,No
CUST-2949,Female,0,53,50.06,2653.1800000000003,No
CUST-2950,Female,0,15,77.14,1157.1,No
CUST-2951,Male,0,50,35.0,1750.0,No
CUST-2952,Female,0,71,98.39,6985.69,No
CUST-2953,Female,0,38,53.24,2023.1200000000001,No
CUST-2954,Female,0,40,79.13,3165.2,Yes
CUST-2955,Male,0,66,91.56,6042.96,No
CUST-2956,Male,0,39,108.9,4247.1,No
CUST-2957,Male,0,17,103.58,1760.86,No
CUST-2958,Male,1,7,80.83,565.81,No
CUST-2959,Male,1,39,58.84,2294.76,No
CUST-2960,Male,1,68,70.32,4781.759999999999,No
CUST-2961,Male,0,35,96.87,3390.4500000000003,Yes
CUST-2962,Female,0,51,107.75,5495.25,No
CUST-2963,Female,0,47,30.38,1427.86,No
CUST-2964,Female,0,36,58.49,2105.64,Yes
CUST-2965,Male,0,64,97.61,6247.04,Yes
CUST-2966,Male,0,13,63.17,821.21,No
CUST-2967,Male,1,18,53.22,957.96,No
CUST-2968,Male,1,21,61.13,1283.73,No
CUST-2969,Male,0,65,80.28,5218.2,No
CUST-2970,Female,0,8,119.98,959.84,No
CUST-2971,Female,0,48,69.3,3326.3999999999996,No
CUST-2972,Male,0,43,40.85,1756.55,No
CUST-2973,Male,0,53,36.28,1922.8400000000001,No
CUST-2974,Male,0,27,24.23,654.21,No
CUST-2975,Male,0,19,75.88,1441.7199999999998,No
CUST-2976,Female,0,23,74.46,1712.58,Yes
CUST-2977,Male,0,50,40.52,2026.0000000000002,Yes
CUST-2978,Male,0,51,89.53,4566.03,Yes
CUST-2979,Male,0,43,94.11,4046.73,No
CUST-2980,Male,1,51,45.91,2341.41,No
CUST-2981,Female,0,69,54.41,3754.29,No
CUST-2982,Male,0,41,119.05,4881.05,No
CUST-2983,Male,0,11,57.43,631.73,No
CUST-2984,Female,0,52,96.08,4996.16,No
CUST-2985,Female,1,23,65.27,1501.2099999999998,No
CUST-2986,Female,0,49,99.33,4867.17,No
CUST-2987,Male,0,38,96.9,3682.2000000000003,No
CUST-2988,Male,0,47,86.78,4078.66,Yes
CUST-2989,Female,1,7,105.48,738.36,No
CUST-2990,Female,0,66,113.92,7518.72,No
CUST-2991,Female,0,62,78.0,4836.0,No
CUST-2992,Female,0,29,43.75,1268.75,Yes
CUST-2993,Female,0,38,59.86,2274.68,No
CUST-2994,Female,0,33,95.83,3162.39,No
CUST-2995,Male,0,29,85.09,2467.61,No
CUST-2996,Male,0,23,37.78,868.94,Yes
CUST-2997,Male,1,3,25.12,75.36,No
CUST-2998,Female,0,45,88.3,3973.5,No
CUST-2999,Female,0,8,45.11,360.88,Yes
CUST-3000,Female,0,29,69.97,2029.1299999999999,No
CUST-3001,Female,0,2,94.67,189.34,Yes
CUST-3002,Female,0,50,76.27,3813.5,No
CUST-3003,Female,0,65,28.33,1841.4499999999998,No
CUST-3004,Male,0,20,38.56,771.2,No
CUST-3005,Male,0,52,41.93,2180.36,No
CUST-3006,Female,0,37,45.79,1694.23,No
CUST-3007,Male,0,27,76.54,2066.5800000000004,Yes
CUST-3008,Female,0,47,70.4,3308.8,No
CUST-3009,Male,0,6,40.32,241.92000000000002,Yes
CUST-3010,Female,0,60,26.76,1605.6000000000001,No
CUST-3011,Female,1,45,37.14,1671.3,Yes
CUST-3012,Male,1,44,118.44,5211.36,Yes
CUST-3013,Male,0,18,66.85,1203.3,No
CUST-3014,Female,0,65,106.73,6937.45,No
CUST-3015,Female,0,25,104.88,2622.0,No
CUST-3016,Male,1,27,71.15,1921.0500000000002,No
CUST-3017,Male,0,7,90.67,634.69,No
CUST-3018,Female,0,44,39.28,1728.3200000000002,No
CUST-3019,Male,0,29,88.84,2576.36,Yes
CUST-3020,Female,1,44,47.24,2078.56,No
CUST-3021,Female,0,36,103.21,3715.56,No
CUST-3022,Female,0,19,28.37,539.03,No
